sigma_in_sq,k_gain,alpha_gain_noise,s_max,amplitude_s_true,optimal_g_mse,min_mse_at_opt_g
0.04000000000000001,0.01,1.5,5.0,2.0,0.9999999999999999,0.04151344604398912
0.04000000000000001,0.01,2.0,0.75,0.5,0.7999999999999999,0.02982040475023051
0.04000000000000001,0.01,2.0,0.75,1.0,1.0999999999999999,0.03746491988421351
0.04000000000000001,0.01,2.0,0.75,1.5,1.2,0.20832459163566597
0.04000000000000001,0.01,2.0,0.75,2.0,0.9999999999999999,0.6169380906147041
0.04000000000000001,0.01,2.0,1.0,0.5,0.7999999999999999,0.031108100708855713
0.04000000000000001,0.01,2.0,1.0,1.0,0.9999999999999999,0.03127370659779734
0.04000000000000001,0.01,2.0,1.0,1.5,0.9999999999999999,0.08955363720076655
0.04000000000000001,0.01,2.0,1.0,2.0,0.9999999999999999,0.35975767721252155
0.04000000000000001,0.01,2.0,2.5,0.5,0.7999999999999999,0.030287477509303017
0.04000000000000001,0.01,2.0,2.5,1.0,0.8999999999999999,0.03697745654690444
0.04000000000000001,0.01,2.0,2.5,1.5,0.9999999999999999,0.04150092937503409
0.04000000000000001,0.01,2.0,2.5,2.0,0.9999999999999999,0.03975177321413925
0.04000000000000001,0.01,2.0,5.0,0.5,0.7999999999999999,0.029990600843834085
0.04000000000000001,0.01,2.0,5.0,1.0,0.8999999999999999,0.0385717694215818
0.04000000000000001,0.01,2.0,5.0,1.5,0.9999999999999999,0.03992404322838984
0.04000000000000001,0.01,2.0,5.0,2.0,0.9999999999999999,0.040860047753810975
0.04000000000000001,0.05,1.0,0.75,0.5,0.7999999999999999,0.031191126724062018
0.04000000000000001,0.05,1.0,0.75,1.0,1.0999999999999999,0.03869568557346362
0.04000000000000001,0.05,1.0,0.75,1.5,0.9999999999999999,0.2086299936860104
0.04000000000000001,0.05,1.0,0.75,2.0,1.0999999999999999,0.6179499517393893
0.04000000000000001,0.05,1.0,1.0,0.5,0.7,0.03271142720597658
0.04000000000000001,0.05,1.0,1.0,1.0,1.0999999999999999,0.034345393702011145
0.04000000000000001,0.05,1.0,1.0,1.5,0.9999999999999999,0.09016957574753376
0.04000000000000001,0.05,1.0,1.0,2.0,0.9999999999999999,0.3602875052834349
0.04000000000000001,0.05,1.0,2.5,0.5,0.7999999999999999,0.0314459278207124
0.04000000000000001,0.05,1.0,2.5,1.0,0.8999999999999999,0.04063100457395612
0.04000000000000001,0.05,1.0,2.5,1.5,0.9999999999999999,0.042180888616059016
0.04000000000000001,0.05,1.0,2.5,2.0,0.9999999999999999,0.04296712259890933
0.04000000000000001,0.05,1.0,5.0,0.5,0.7,0.032061238329324844
0.04000000000000001,0.05,1.0,5.0,1.0,0.8999999999999999,0.03942779903258038
0.04000000000000001,0.05,1.0,5.0,1.5,0.9999999999999999,0.042068988503348205
0.04000000000000001,0.05,1.0,5.0,2.0,0.9999999999999999,0.04269467239981826
0.04000000000000001,0.05,1.5,0.75,0.5,0.7,0.03232498260223157
0.04000000000000001,0.05,1.5,0.75,1.0,1.0999999999999999,0.0384864880509406
0.04000000000000001,0.05,1.5,0.75,1.5,1.0999999999999999,0.20848828395386057
0.04000000000000001,0.05,1.5,0.75,2.0,1.0999999999999999,0.6180040331076248
0.04000000000000001,0.05,1.5,1.0,0.5,0.7999999999999999,0.031954416060201836
0.04000000000000001,0.05,1.5,1.0,1.0,0.9999999999999999,0.033556623632874816
0.04000000000000001,0.05,1.5,1.0,1.5,0.9999999999999999,0.09073542735879711
0.04000000000000001,0.05,1.5,1.0,2.0,1.0999999999999999,0.3600638830496376
0.04000000000000001,0.05,1.5,2.5,0.5,0.7999999999999999,0.031180568418311527
0.04000000000000001,0.05,1.5,2.5,1.0,0.8999999999999999,0.03910065462996872
0.04000000000000001,0.05,1.5,2.5,1.5,0.9999999999999999,0.04160946332699811
0.04000000000000001,0.05,1.5,2.5,2.0,0.9999999999999999,0.04125971159223251
0.04000000000000001,0.05,1.5,5.0,0.5,0.7999999999999999,0.031556386860524
0.04000000000000001,0.05,1.5,5.0,1.0,0.8999999999999999,0.03941425153271496
0.04000000000000001,0.05,1.5,5.0,1.5,0.9999999999999999,0.04169640533941837
0.04000000000000001,0.05,1.5,5.0,2.0,0.9999999999999999,0.0402316856640502
0.04000000000000001,0.05,2.0,0.75,0.5,0.7999999999999999,0.03098458942494206
0.04000000000000001,0.05,2.0,0.75,1.0,1.0999999999999999,0.03811472581768743
0.04000000000000001,0.05,2.0,0.75,1.5,0.9999999999999999,0.20830185358253783
0.04000000000000001,0.05,2.0,0.75,2.0,1.0999999999999999,0.6182456054097145
0.04000000000000001,0.05,2.0,1.0,0.5,0.7999999999999999,0.031834990667631805
0.04000000000000001,0.05,2.0,1.0,1.0,0.9999999999999999,0.03318776438712193
0.04000000000000001,0.05,2.0,1.0,1.5,1.0999999999999999,0.09008760456348693
0.04000000000000001,0.05,2.0,1.0,2.0,1.0999999999999999,0.36057030707441917
0.04000000000000001,0.05,2.0,2.5,0.5,0.7999999999999999,0.030984026235949775
0.04000000000000001,0.05,2.0,2.5,1.0,0.8999999999999999,0.038778213283065535
0.04000000000000001,0.05,2.0,2.5,1.5,0.9999999999999999,0.04255521066565092
0.04000000000000001,0.05,2.0,2.5,2.0,0.9999999999999999,0.044473108535302355
0.04000000000000001,0.05,2.0,5.0,0.5,0.7,0.03181551340218798
0.04000000000000001,0.05,2.0,5.0,1.0,0.8999999999999999,0.038727499994685124
0.04000000000000001,0.05,2.0,5.0,1.5,0.9999999999999999,0.04069284550047608
0.04000000000000001,0.05,2.0,5.0,2.0,0.9999999999999999,0.04248872943301372
0.04000000000000001,0.1,1.0,0.75,0.5,0.7999999999999999,0.033289162023079716
0.04000000000000001,0.1,1.0,0.75,1.0,1.0999999999999999,0.03993612839999043
0.04000000000000001,0.1,1.0,0.75,1.5,0.9999999999999999,0.20930577057467178
0.04000000000000001,0.1,1.0,0.75,2.0,1.0999999999999999,0.618503484438922
0.04000000000000001,0.1,1.0,1.0,0.5,0.7,0.03287000142189583
0.04000000000000001,0.1,1.0,1.0,1.0,0.9999999999999999,0.035261448295588034
0.04000000000000001,0.1,1.0,1.0,1.5,1.0999999999999999,0.09201638608647154
0.04000000000000001,0.1,1.0,1.0,2.0,0.9999999999999999,0.36088956690663754
0.04000000000000001,0.1,1.0,2.5,0.5,0.7,0.03313657363021713
0.04000000000000001,0.1,1.0,2.5,1.0,0.8999999999999999,0.04170921827084249
0.04000000000000001,0.1,1.0,2.5,1.5,0.9999999999999999,0.044698563193266753
0.04000000000000001,0.1,1.0,2.5,2.0,0.9999999999999999,0.04456722353134711
0.04000000000000001,0.1,1.0,5.0,0.5,0.7,0.033939857197528275
0.04000000000000001,0.1,1.0,5.0,1.0,0.8999999999999999,0.040318128227795964
0.04000000000000001,0.1,1.0,5.0,1.5,0.9999999999999999,0.042616690409905324
0.04000000000000001,0.1,1.0,5.0,2.0,0.9999999999999999,0.04437408019126038
0.04000000000000001,0.1,1.5,0.75,0.5,0.7,0.03309466205276664
0.04000000000000001,0.1,1.5,0.75,1.0,0.9999999999999999,0.0407135840386985
0.04000000000000001,0.1,1.5,0.75,1.5,1.0999999999999999,0.20914743058502658
0.04000000000000001,0.1,1.5,0.75,2.0,1.0999999999999999,0.6185471672880924
0.04000000000000001,0.1,1.5,1.0,0.5,0.7,0.033804067411136896
0.04000000000000001,0.1,1.5,1.0,1.0,0.9999999999999999,0.03575887304752632
0.04000000000000001,0.1,1.5,1.0,1.5,0.9999999999999999,0.09097328775329451
0.04000000000000001,0.1,1.5,1.0,2.0,1.0999999999999999,0.36144465274855303
0.04000000000000001,0.1,1.5,2.5,0.5,0.7999999999999999,0.03391854945919952
0.04000000000000001,0.1,1.5,2.5,1.0,0.8999999999999999,0.0399624572724362
0.04000000000000001,0.1,1.5,2.5,1.5,0.8999999999999999,0.04490105693456155
0.04000000000000001,0.1,1.5,2.5,2.0,0.9999999999999999,0.04446739635266146
0.04000000000000001,0.1,1.5,5.0,0.5,0.7999999999999999,0.03336108191266994
0.04000000000000001,0.1,1.5,5.0,1.0,0.8999999999999999,0.04133761878849317
0.04000000000000001,0.1,1.5,5.0,1.5,0.9999999999999999,0.04333426014218961
0.04000000000000001,0.1,1.5,5.0,2.0,0.9999999999999999,0.04386826311829369
0.04000000000000001,0.1,2.0,0.75,0.5,0.7,0.03155188803563607
0.04000000000000001,0.1,2.0,0.75,1.0,0.9999999999999999,0.040745985799264216
0.04000000000000001,0.1,2.0,0.75,1.5,1.0999999999999999,0.2093096278165425
0.04000000000000001,0.1,2.0,0.75,2.0,0.9999999999999999,0.6183307574808918
0.04000000000000001,0.1,2.0,1.0,0.5,0.7,0.033048500860408926
0.04000000000000001,0.1,2.0,1.0,1.0,0.9999999999999999,0.03432287563565524
0.04000000000000001,0.1,2.0,1.0,1.5,0.9999999999999999,0.09050842723005618
0.04000000000000001,0.1,2.0,1.0,2.0,0.9999999999999999,0.3610643675171968
0.04000000000000001,0.1,2.0,2.5,0.5,0.7,0.03255832804308811
0.04000000000000001,0.1,2.0,2.5,1.0,0.8999999999999999,0.04140583291742891
0.04000000000000001,0.1,2.0,2.5,1.5,0.9999999999999999,0.04207075524425729
0.04000000000000001,0.1,2.0,2.5,2.0,0.9999999999999999,0.04339716067027668
0.04000000000000001,0.1,2.0,5.0,0.5,0.7,0.03341846340058518
0.04000000000000001,0.1,2.0,5.0,1.0,0.8999999999999999,0.039873053556072624
0.04000000000000001,0.1,2.0,5.0,1.5,0.9999999999999999,0.04386671604381886
0.04000000000000001,0.1,2.0,5.0,2.0,0.9999999999999999,0.043413006939498136
